time,velocity,density,density_new
26580,7674.055,1.34E-11,1.17E-11
26590,7674.324,1.34E-11,1.18E-11
26600,7674.584,1.34E-11,1.18E-11
26610,7674.835,1.34E-11,1.18E-11
26620,7675.077,1.35E-11,1.18E-11
26630,7675.31,1.35E-11,1.19E-11
26640,7675.535,1.35E-11,1.19E-11
26650,7675.75,1.36E-11,1.19E-11
26660,7675.957,1.36E-11,1.19E-11
26670,7676.155,1.37E-11,1.20E-11
26680,7676.344,1.37E-11,1.20E-11
26690,7676.524,1.37E-11,1.20E-11
26700,7676.695,1.37E-11,1.21E-11
26710,7676.857,1.38E-11,1.21E-11
26720,7677.011,1.38E-11,1.21E-11
26730,7677.156,1.39E-11,1.22E-11
26740,7677.292,1.39E-11,1.22E-11
26750,7677.419,1.40E-11,1.22E-11
26760,7677.538,1.40E-11,1.23E-11
26770,7677.648,1.41E-11,1.23E-11
26780,7677.75,1.41E-11,1.24E-11
26790,7677.843,1.42E-11,1.24E-11
26800,7677.927,1.42E-11,1.24E-11
26810,7678.003,1.42E-11,1.24E-11
26820,7678.07,1.43E-11,1.25E-11
26830,7678.129,1.43E-11,1.25E-11
26840,7678.179,1.43E-11,1.25E-11
26850,7678.221,1.43E-11,1.25E-11
26860,7678.255,1.43E-11,1.25E-11
26870,7678.281,1.43E-11,1.25E-11
26880,7678.298,1.43E-11,1.25E-11
26890,7678.307,1.44E-11,1.25E-11
26900,7678.308,1.44E-11,1.25E-11
26910,7678.302,1.44E-11,1.26E-11
26920,7678.287,1.44E-11,1.25E-11
26930,7678.264,1.44E-11,1.25E-11
26940,7678.234,1.44E-11,1.25E-11
26950,7678.196,1.43E-11,1.25E-11
26960,7678.15,1.44E-11,1.25E-11
26970,7678.097,1.44E-11,1.25E-11
26980,7678.037,1.44E-11,1.25E-11
26990,7677.969,1.44E-11,1.26E-11
27000,7677.893,1.44E-11,1.25E-11
27010,7677.811,1.44E-11,1.25E-11
27020,7677.721,1.43E-11,1.25E-11
27030,7677.624,1.43E-11,1.25E-11
27040,7677.52,1.43E-11,1.24E-11
27050,7677.409,1.42E-11,1.24E-11
27060,7677.292,1.42E-11,1.24E-11
27070,7677.167,1.41E-11,1.23E-11
27080,7677.036,1.40E-11,1.22E-11
27090,7676.899,1.40E-11,1.22E-11
27100,7676.754,1.39E-11,1.21E-11
27110,7676.604,1.38E-11,1.20E-11
27120,7676.448,1.38E-11,1.20E-11
27130,7676.285,1.37E-11,1.19E-11
27140,7676.117,1.36E-11,1.18E-11
27150,7675.944,1.35E-11,1.17E-11
27160,7675.764,1.34E-11,1.16E-11
27170,7675.579,1.33E-11,1.15E-11
27180,7675.39,1.32E-11,1.14E-11
27190,7675.194,1.30E-11,1.13E-11
27200,7674.995,1.29E-11,1.12E-11
27210,7674.79,1.28E-11,1.11E-11
27220,7674.58,1.27E-11,1.10E-11
27230,7674.366,1.26E-11,1.09E-11
27240,7674.148,1.25E-11,1.09E-11
27250,7673.926,1.24E-11,1.08E-11
27260,7673.699,1.23E-11,1.07E-11
27270,7673.468,1.22E-11,1.06E-11
27280,7673.233,1.21E-11,1.04E-11
27290,7672.994,1.19E-11,1.03E-11
27300,7672.751,1.18E-11,1.02E-11
27310,7672.505,1.16E-11,1.01E-11
27320,7672.255,1.15E-11,9.93E-12
27330,7672.002,1.13E-11,9.78E-12
27340,7671.746,1.11E-11,9.62E-12
27350,7671.486,1.10E-11,9.49E-12
27360,7671.224,1.09E-11,9.40E-12
27370,7670.958,1.07E-11,9.28E-12
27380,7670.69,1.06E-11,9.11E-12
27390,7670.419,1.04E-11,8.95E-12
27400,7670.145,1.02E-11,8.80E-12
27410,7669.87,1.01E-11,8.66E-12
27420,7669.592,9.88E-12,8.51E-12
27430,7669.312,9.71E-12,8.36E-12
27440,7669.03,9.53E-12,8.21E-12
27450,7668.747,9.37E-12,8.07E-12
27460,7668.462,9.22E-12,7.93E-12
27470,7668.175,9.04E-12,7.78E-12
27480,7667.887,8.87E-12,7.63E-12
27490,7667.598,8.70E-12,7.48E-12
27500,7667.308,8.52E-12,7.32E-12
27510,7667.016,8.35E-12,7.17E-12
27520,7666.724,8.19E-12,7.03E-12
27530,7666.431,8.02E-12,6.87E-12
27540,7666.138,7.87E-12,6.73E-12
27550,7665.844,7.73E-12,6.61E-12
27560,7665.549,7.61E-12,6.50E-12
27570,7665.255,7.49E-12,6.39E-12
27580,7664.96,7.39E-12,6.30E-12
27590,7664.665,7.28E-12,6.20E-12
27600,7664.37,7.17E-12,6.10E-12
27610,7664.075,7.06E-12,6.00E-12
27620,7663.781,6.98E-12,5.92E-12
27630,7663.487,6.89E-12,5.84E-12
27640,7663.193,6.83E-12,5.78E-12
27650,7662.9,6.78E-12,5.73E-12
27660,7662.607,6.73E-12,5.69E-12
27670,7662.315,6.74E-12,5.69E-12
27680,7662.025,6.72E-12,5.66E-12
27690,7661.735,6.72E-12,5.66E-12
27700,7661.446,6.80E-12,5.71E-12
27710,7661.158,6.94E-12,5.82E-12
27720,7660.872,7.12E-12,5.97E-12
27730,7660.587,7.27E-12,6.09E-12
27740,7660.304,7.38E-12,6.17E-12
27750,7660.022,7.34E-12,6.13E-12
27760,7659.742,6.97E-12,5.82E-12
27770,7659.464,6.69E-12,5.58E-12
27780,7659.187,6.54E-12,5.45E-12
27790,7658.912,6.50E-12,5.42E-12
27800,7658.639,6.42E-12,5.35E-12
27810,7658.368,6.30E-12,5.24E-12
27820,7658.099,6.19E-12,5.15E-12
27830,7657.832,6.05E-12,5.03E-12
27840,7657.567,5.90E-12,4.90E-12
27850,7657.305,5.81E-12,4.82E-12
27860,7657.044,5.73E-12,4.75E-12
27870,7656.787,5.67E-12,4.70E-12
27880,7656.531,5.50E-12,4.56E-12
27890,7656.278,5.32E-12,4.42E-12
27900,7656.027,5.14E-12,4.27E-12
27910,7655.779,5.04E-12,4.18E-12
27920,7655.534,5.02E-12,4.16E-12
27930,7655.291,4.94E-12,4.11E-12
27940,7655.05,4.74E-12,3.93E-12
27950,7654.813,4.50E-12,3.74E-12
27960,7654.578,4.41E-12,3.67E-12
27970,7654.346,4.47E-12,3.72E-12
27980,7654.116,4.51E-12,3.76E-12
27990,7653.89,4.43E-12,3.70E-12
28000,7653.666,4.26E-12,3.56E-12
28010,7653.445,4.10E-12,3.44E-12
28020,7653.226,3.97E-12,3.33E-12
28030,7653.011,3.95E-12,3.31E-12
28040,7652.798,4.01E-12,3.37E-12
28050,7652.588,4.20E-12,3.54E-12
28060,7652.381,4.35E-12,3.68E-12
28070,7652.177,4.42E-12,3.74E-12
28080,7651.976,4.44E-12,3.77E-12
28090,7651.778,4.51E-12,3.84E-12
28100,7651.582,4.66E-12,3.97E-12
28110,7651.389,4.80E-12,4.09E-12
28120,7651.2,4.82E-12,4.11E-12
28130,7651.013,4.82E-12,4.11E-12
28140,7650.829,4.80E-12,4.09E-12
28150,7650.647,4.70E-12,4.00E-12
28160,7650.469,4.51E-12,3.84E-12
28170,7650.293,4.30E-12,3.67E-12
28180,7650.12,4.15E-12,3.54E-12
28190,7649.95,4.09E-12,3.48E-12
28200,7649.782,4.08E-12,3.46E-12
28210,7649.617,4.07E-12,3.45E-12
28220,7649.455,4.04E-12,3.42E-12
28230,7649.296,4.02E-12,3.40E-12
28240,7649.139,3.96E-12,3.34E-12
28250,7648.984,3.92E-12,3.31E-12
28260,7648.832,3.85E-12,3.24E-12
28270,7648.683,3.78E-12,3.18E-12
28280,7648.536,3.77E-12,3.17E-12
28290,7648.391,3.80E-12,3.19E-12
28300,7648.249,3.82E-12,3.20E-12
28310,7648.11,3.80E-12,3.18E-12
28320,7647.972,3.76E-12,3.14E-12
28330,7647.837,3.71E-12,3.10E-12
28340,7647.704,3.65E-12,3.05E-12
28350,7647.573,3.61E-12,3.01E-12
28360,7647.444,3.58E-12,2.98E-12
28370,7647.317,3.57E-12,2.98E-12
28380,7647.192,3.58E-12,2.98E-12
28390,7647.069,3.62E-12,3.01E-12
28400,7646.948,3.69E-12,3.07E-12
28410,7646.829,3.76E-12,3.13E-12
28420,7646.711,3.81E-12,3.17E-12
28430,7646.595,3.86E-12,3.21E-12
28440,7646.48,3.90E-12,3.24E-12
28450,7646.367,3.93E-12,3.27E-12
28460,7646.256,3.97E-12,3.31E-12
28470,7646.145,4.01E-12,3.34E-12
28480,7646.036,4.04E-12,3.37E-12
28490,7645.928,4.06E-12,3.39E-12
28500,7645.821,4.08E-12,3.41E-12
28510,7645.715,4.10E-12,3.43E-12
28520,7645.61,4.10E-12,3.43E-12
28530,7645.505,4.08E-12,3.41E-12
28540,7645.401,4.04E-12,3.38E-12
28550,7645.298,4.02E-12,3.37E-12
28560,7645.195,4.00E-12,3.36E-12
28570,7645.093,4.01E-12,3.36E-12
28580,7644.99,4.01E-12,3.37E-12
28590,7644.888,4.02E-12,3.39E-12
28600,7644.786,4.02E-12,3.39E-12
28610,7644.684,4.02E-12,3.39E-12
28620,7644.582,4.01E-12,3.39E-12
28630,7644.48,4.00E-12,3.38E-12
28640,7644.378,3.99E-12,3.38E-12
28650,7644.275,3.98E-12,3.37E-12
28660,7644.172,3.97E-12,3.37E-12
28670,7644.068,3.97E-12,3.37E-12
28680,7643.964,3.97E-12,3.37E-12
28690,7643.859,3.97E-12,3.37E-12
28700,7643.753,3.96E-12,3.37E-12
28710,7643.647,3.94E-12,3.36E-12
28720,7643.54,3.93E-12,3.35E-12
28730,7643.431,3.90E-12,3.33E-12
28740,7643.322,3.88E-12,3.31E-12
28750,7643.212,3.86E-12,3.30E-12
28760,7643.1,3.84E-12,3.29E-12
28770,7642.987,3.82E-12,3.27E-12
28780,7642.873,3.80E-12,3.26E-12
28790,7642.757,3.78E-12,3.24E-12
28800,7642.64,3.75E-12,3.23E-12
28810,7642.521,3.73E-12,3.21E-12
28820,7642.4,3.71E-12,3.20E-12
28830,7642.278,3.70E-12,3.19E-12
28840,7642.154,3.69E-12,3.18E-12
28850,7642.027,3.68E-12,3.18E-12
28860,7641.899,3.67E-12,3.17E-12
28870,7641.769,3.66E-12,3.16E-12
28880,7641.636,3.65E-12,3.16E-12
28890,7641.502,3.64E-12,3.16E-12
28900,7641.365,3.64E-12,3.16E-12
28910,7641.225,3.64E-12,3.16E-12
28920,7641.084,3.64E-12,3.16E-12
28930,7640.939,3.63E-12,3.15E-12
28940,7640.793,3.61E-12,3.14E-12
28950,7640.644,3.60E-12,3.13E-12
28960,7640.492,3.59E-12,3.13E-12
28970,7640.337,3.59E-12,3.12E-12
28980,7640.18,3.57E-12,3.12E-12
28990,7640.02,3.56E-12,3.10E-12
29000,7639.858,3.55E-12,3.10E-12
29010,7639.692,3.54E-12,3.09E-12
29020,7639.523,3.53E-12,3.08E-12
29030,7639.352,3.51E-12,3.07E-12
29040,7639.177,3.50E-12,3.06E-12
29050,7638.999,3.50E-12,3.06E-12
29060,7638.818,3.50E-12,3.07E-12
29070,7638.634,3.50E-12,3.07E-12
29080,7638.446,3.50E-12,3.06E-12
29090,7638.255,3.49E-12,3.06E-12
29100,7638.061,3.48E-12,3.05E-12
29110,7637.863,3.46E-12,3.04E-12
29120,7637.661,3.45E-12,3.02E-12
29130,7637.457,3.44E-12,3.02E-12
29140,7637.248,3.45E-12,3.03E-12
29150,7637.037,3.44E-12,3.02E-12
29160,7636.822,3.45E-12,3.03E-12
29170,7636.603,3.45E-12,3.03E-12
29180,7636.381,3.45E-12,3.03E-12
29190,7636.155,3.46E-12,3.04E-12
29200,7635.926,3.47E-12,3.05E-12
29210,7635.693,3.46E-12,3.04E-12
29220,7635.457,3.44E-12,3.03E-12
29230,7635.217,3.43E-12,3.02E-12
29240,7634.974,3.41E-12,3.00E-12
29250,7634.727,3.39E-12,2.98E-12
29260,7634.477,3.39E-12,2.98E-12
29270,7634.223,3.38E-12,2.97E-12
29280,7633.966,3.38E-12,2.97E-12
29290,7633.705,3.37E-12,2.97E-12
29300,7633.441,3.37E-12,2.96E-12
29310,7633.174,3.37E-12,2.96E-12
29320,7632.903,3.36E-12,2.95E-12
29330,7632.629,3.35E-12,2.95E-12
29340,7632.351,3.33E-12,2.93E-12
29350,7632.071,3.32E-12,2.92E-12
29360,7631.787,3.29E-12,2.90E-12
29370,7631.5,3.28E-12,2.88E-12
29380,7631.209,3.27E-12,2.88E-12
29390,7630.916,3.27E-12,2.87E-12
29400,7630.62,3.27E-12,2.87E-12
29410,7630.32,3.25E-12,2.85E-12
29420,7630.018,3.22E-12,2.83E-12
29430,7629.713,3.21E-12,2.82E-12
29440,7629.405,3.18E-12,2.79E-12
29450,7629.094,3.15E-12,2.77E-12
29460,7628.781,3.13E-12,2.74E-12
29470,7628.464,3.10E-12,2.72E-12
29480,7628.146,3.07E-12,2.70E-12
29490,7627.825,3.03E-12,2.66E-12
29500,7627.501,2.99E-12,2.63E-12
29510,7627.175,2.96E-12,2.59E-12
29520,7626.847,2.92E-12,2.56E-12
29530,7626.517,2.89E-12,2.54E-12
29540,7626.184,2.88E-12,2.52E-12
29550,7625.849,2.85E-12,2.50E-12
29560,7625.513,2.83E-12,2.48E-12
29570,7625.174,2.80E-12,2.45E-12
29580,7624.834,2.78E-12,2.43E-12
29590,7624.491,2.75E-12,2.41E-12
29600,7624.148,2.73E-12,2.39E-12
29610,7623.802,2.71E-12,2.37E-12
29620,7623.456,2.69E-12,2.35E-12
29630,7623.108,2.66E-12,2.33E-12
29640,7622.758,2.65E-12,2.31E-12
29650,7622.408,2.63E-12,2.30E-12
29660,7622.056,2.61E-12,2.28E-12
29670,7621.704,2.59E-12,2.26E-12
29680,7621.35,2.57E-12,2.24E-12
29690,7620.996,2.55E-12,2.22E-12
29700,7620.642,2.53E-12,2.20E-12
29710,7620.287,2.51E-12,2.19E-12
29720,7619.931,2.49E-12,2.17E-12
29730,7619.575,2.48E-12,2.16E-12
29740,7619.219,2.48E-12,2.15E-12
29750,7618.863,2.47E-12,2.15E-12
29760,7618.507,2.47E-12,2.14E-12
29770,7618.152,2.47E-12,2.14E-12
29780,7617.796,2.47E-12,2.14E-12
29790,7617.442,2.47E-12,2.14E-12
29800,7617.087,2.47E-12,2.14E-12
29810,7616.734,2.47E-12,2.14E-12
29820,7616.381,2.48E-12,2.15E-12
29830,7616.029,2.49E-12,2.15E-12
29840,7615.679,2.50E-12,2.16E-12
29850,7615.33,2.52E-12,2.17E-12
29860,7614.982,2.53E-12,2.19E-12
29870,7614.636,2.55E-12,2.20E-12
29880,7614.291,2.57E-12,2.22E-12
29890,7613.948,2.59E-12,2.23E-12
29900,7613.607,2.60E-12,2.24E-12
29910,7613.269,2.61E-12,2.25E-12
29920,7612.932,2.62E-12,2.26E-12
29930,7612.598,2.64E-12,2.27E-12
29940,7612.266,2.65E-12,2.28E-12
29950,7611.937,2.67E-12,2.29E-12
29960,7611.611,2.68E-12,2.30E-12
29970,7611.288,2.70E-12,2.31E-12
29980,7610.967,2.66E-12,2.28E-12
29990,7610.65,2.71E-12,2.32E-12
30000,7610.336,2.74E-12,2.34E-12
30010,7610.026,2.75E-12,2.35E-12
30020,7609.719,2.77E-12,2.36E-12
30030,7609.416,2.78E-12,2.37E-12
30040,7609.116,2.79E-12,2.38E-12
30050,7608.821,2.79E-12,2.38E-12
30060,7608.53,2.80E-12,2.38E-12
30070,7608.243,2.80E-12,2.38E-12
30080,7607.96,2.80E-12,2.38E-12
30090,7607.682,2.81E-12,2.39E-12
30100,7607.408,2.83E-12,2.40E-12
30110,7607.14,2.85E-12,2.41E-12
30120,7606.876,2.87E-12,2.43E-12
30130,7606.617,2.88E-12,2.44E-12
30140,7606.364,2.90E-12,2.45E-12
30150,7606.115,2.92E-12,2.47E-12
30160,7605.872,2.95E-12,2.49E-12
30170,7605.635,2.98E-12,2.51E-12
30180,7605.403,3.01E-12,2.54E-12
30190,7605.177,3.04E-12,2.56E-12
30200,7604.958,3.07E-12,2.58E-12
30210,7604.744,3.10E-12,2.61E-12
30220,7604.536,3.13E-12,2.63E-12
30230,7604.334,3.17E-12,2.66E-12
30240,7604.139,3.19E-12,2.68E-12
30250,7603.951,3.19E-12,2.68E-12
30260,7603.769,3.20E-12,2.69E-12
30270,7603.594,3.21E-12,2.70E-12
30280,7603.425,3.26E-12,2.74E-12
30290,7603.264,3.32E-12,2.79E-12
30300,7603.11,3.40E-12,2.85E-12
30310,7602.962,3.47E-12,2.91E-12
30320,7602.822,3.53E-12,2.97E-12
30330,7602.69,3.58E-12,3.01E-12
30340,7602.565,3.62E-12,3.04E-12
30350,7602.447,3.64E-12,3.06E-12
30360,7602.338,3.65E-12,3.08E-12
30370,7602.236,3.68E-12,3.09E-12
30380,7602.141,3.70E-12,3.12E-12
30390,7602.055,3.74E-12,3.15E-12
30400,7601.977,3.76E-12,3.17E-12
30410,7601.907,3.77E-12,3.18E-12
30420,7601.845,3.76E-12,3.18E-12
30430,7601.791,3.73E-12,3.16E-12
30440,7601.746,3.70E-12,3.14E-12
30450,7601.709,3.68E-12,3.12E-12
30460,7601.68,3.68E-12,3.13E-12
30470,7601.66,3.68E-12,3.14E-12
30480,7601.648,3.68E-12,3.15E-12
30490,7601.645,3.69E-12,3.16E-12
30500,7601.651,3.69E-12,3.17E-12
30510,7601.665,3.68E-12,3.16E-12
30520,7601.688,3.65E-12,3.15E-12
30530,7601.72,3.62E-12,3.13E-12
30540,7601.761,3.60E-12,3.12E-12
30550,7601.811,3.58E-12,3.10E-12
30560,7601.869,3.53E-12,3.06E-12
30570,7601.937,3.48E-12,3.01E-12
30580,7602.013,3.44E-12,2.98E-12
30590,7602.099,3.40E-12,2.94E-12
30600,7602.194,3.36E-12,2.90E-12
30610,7602.298,3.33E-12,2.87E-12
30620,7602.411,3.33E-12,2.87E-12
30630,7602.533,3.36E-12,2.89E-12
30640,7602.664,3.42E-12,2.94E-12
30650,7602.805,3.48E-12,2.98E-12
30660,7602.955,3.55E-12,3.03E-12
30670,7603.114,3.61E-12,3.08E-12
30680,7603.282,3.66E-12,3.12E-12
30690,7603.46,3.72E-12,3.16E-12
30700,7603.647,3.82E-12,3.25E-12
30710,7603.843,3.97E-12,3.37E-12
30720,7604.048,4.08E-12,3.46E-12
30730,7604.262,4.12E-12,3.50E-12
30740,7604.486,4.13E-12,3.50E-12
30750,7604.718,4.15E-12,3.51E-12
30760,7604.96,4.17E-12,3.53E-12
30770,7605.211,4.19E-12,3.55E-12
30780,7605.471,4.22E-12,3.58E-12
30790,7605.74,4.28E-12,3.63E-12
30800,7606.017,4.41E-12,3.73E-12
30810,7606.304,4.59E-12,3.89E-12
30820,7606.6,4.89E-12,4.14E-12
30830,7606.904,5.15E-12,4.37E-12
30840,7607.217,5.33E-12,4.52E-12
30850,7607.539,5.40E-12,4.59E-12
30860,7607.869,5.39E-12,4.58E-12
30870,7608.208,5.37E-12,4.57E-12
30880,7608.555,5.41E-12,4.60E-12
30890,7608.91,5.48E-12,4.67E-12
30900,7609.274,5.55E-12,4.73E-12
30910,7609.645,5.61E-12,4.79E-12
30920,7610.025,5.72E-12,4.89E-12
30930,7610.413,5.87E-12,5.03E-12
30940,7610.809,6.04E-12,5.18E-12
30950,7611.213,6.20E-12,5.31E-12
30960,7611.624,6.28E-12,5.39E-12
30970,7612.043,6.33E-12,5.44E-12
30980,7612.47,6.40E-12,5.50E-12
30990,7612.904,6.52E-12,5.62E-12
31000,7613.346,6.63E-12,5.72E-12
31010,7613.795,6.70E-12,5.79E-12
31020,7614.251,6.71E-12,5.80E-12
31030,7614.714,6.69E-12,5.79E-12
31040,7615.185,6.65E-12,5.76E-12
31050,7615.661,6.59E-12,5.72E-12
31060,7616.145,6.50E-12,5.64E-12
31070,7616.635,6.40E-12,5.56E-12
31080,7617.132,6.31E-12,5.49E-12
31090,7617.635,6.23E-12,5.42E-12
31100,7618.144,6.20E-12,5.40E-12
31110,7618.659,6.21E-12,5.41E-12
31120,7619.18,6.23E-12,5.43E-12
31130,7619.707,6.28E-12,5.47E-12
31140,7620.239,6.31E-12,5.50E-12
31150,7620.777,6.34E-12,5.53E-12
31160,7621.321,6.39E-12,5.57E-12
31170,7621.869,6.43E-12,5.61E-12
31180,7622.423,6.47E-12,5.65E-12
31190,7622.982,6.50E-12,5.67E-12
31200,7623.545,6.54E-12,5.71E-12
31210,7624.113,6.58E-12,5.74E-12
31220,7624.686,6.60E-12,5.77E-12
31230,7625.263,6.64E-12,5.80E-12
31240,7625.844,6.69E-12,5.85E-12
31250,7626.429,6.77E-12,5.91E-12
31260,7627.018,6.83E-12,5.97E-12
31270,7627.611,6.90E-12,6.04E-12
31280,7628.207,6.97E-12,6.09E-12
31290,7628.806,7.05E-12,6.16E-12
31300,7629.408,7.12E-12,6.23E-12
31310,7630.014,7.18E-12,6.28E-12
31320,7630.622,7.22E-12,6.31E-12
31330,7631.233,7.24E-12,6.34E-12
31340,7631.846,7.28E-12,6.37E-12
31350,7632.461,7.34E-12,6.42E-12
31360,7633.079,7.42E-12,6.49E-12
31370,7633.698,7.49E-12,6.55E-12
31380,7634.319,7.57E-12,6.62E-12
31390,7634.942,7.66E-12,6.70E-12
31400,7635.566,7.76E-12,6.79E-12
31410,7636.191,7.85E-12,6.87E-12
31420,7636.817,7.94E-12,6.94E-12
31430,7637.444,8.00E-12,7.00E-12
31440,7638.072,8.08E-12,7.06E-12
31450,7638.7,8.15E-12,7.13E-12
31460,7639.329,8.23E-12,7.19E-12
31470,7639.957,8.30E-12,7.26E-12
31480,7640.586,8.37E-12,7.32E-12
31490,7641.214,8.43E-12,7.37E-12
31500,7641.842,8.49E-12,7.42E-12
31510,7642.47,8.55E-12,7.47E-12
31520,7643.097,8.60E-12,7.52E-12
31530,7643.723,8.66E-12,7.57E-12
31540,7644.347,8.72E-12,7.62E-12
31550,7644.971,8.77E-12,7.66E-12
31560,7645.593,8.82E-12,7.70E-12
31570,7646.213,8.87E-12,7.75E-12
31580,7646.832,8.93E-12,7.80E-12
31590,7647.449,8.99E-12,7.85E-12
31600,7648.063,9.05E-12,7.91E-12
31610,7648.675,9.13E-12,7.97E-12
31620,7649.285,9.21E-12,8.04E-12
31630,7649.892,9.27E-12,8.10E-12
31640,7650.496,9.34E-12,8.16E-12
31650,7651.097,9.42E-12,8.22E-12
31660,7651.695,9.50E-12,8.30E-12
31670,7652.289,9.59E-12,8.37E-12
31680,7652.88,9.67E-12,8.44E-12
31690,7653.467,9.76E-12,8.52E-12
31700,7654.051,9.86E-12,8.60E-12
31710,7654.63,9.95E-12,8.69E-12
31720,7655.205,1.00E-11,8.76E-12
31730,7655.776,1.01E-11,8.84E-12
31740,7656.342,1.02E-11,8.90E-12
31750,7656.904,1.03E-11,8.96E-12
31760,7657.461,1.03E-11,9.02E-12
31770,7658.013,1.04E-11,9.08E-12
31780,7658.559,1.05E-11,9.14E-12
31790,7659.101,1.05E-11,9.19E-12
31800,7659.637,1.06E-11,9.27E-12
31810,7660.168,1.07E-11,9.35E-12
31820,7660.693,1.08E-11,9.44E-12
31830,7661.212,1.09E-11,9.51E-12
31840,7661.725,1.10E-11,9.58E-12
31850,7662.232,1.10E-11,9.64E-12
31860,7662.733,1.11E-11,9.71E-12
31870,7663.228,1.12E-11,9.79E-12
31880,7663.716,1.13E-11,9.88E-12
31890,7664.197,1.14E-11,9.96E-12
31900,7664.672,1.15E-11,1.00E-11
31910,7665.14,1.16E-11,1.01E-11
31920,7665.602,1.17E-11,1.02E-11
31930,7666.056,1.18E-11,1.03E-11
31940,7666.503,1.19E-11,1.04E-11
31950,7666.943,1.19E-11,1.04E-11
31960,7667.376,1.20E-11,1.05E-11
31970,7667.801,1.21E-11,1.06E-11
31980,7668.219,1.21E-11,1.06E-11
31990,7668.629,1.22E-11,1.07E-11
32000,7669.032,1.23E-11,1.08E-11
32010,7669.427,1.24E-11,1.08E-11
32020,7669.814,1.25E-11,1.09E-11
32030,7670.193,1.25E-11,1.09E-11
32040,7670.564,1.25E-11,1.10E-11
32050,7670.927,1.26E-11,1.10E-11
32060,7671.282,1.26E-11,1.10E-11
32070,7671.629,1.27E-11,1.11E-11
32080,7671.968,1.27E-11,1.11E-11
32090,7672.298,1.27E-11,1.11E-11
32100,7672.62,1.27E-11,1.12E-11
32110,7672.934,1.28E-11,1.12E-11
32120,7673.239,1.28E-11,1.12E-11
32130,7673.536,1.28E-11,1.12E-11
32140,7673.824,1.29E-11,1.13E-11
32150,7674.104,1.30E-11,1.13E-11
32160,7674.375,1.30E-11,1.14E-11
32170,7674.637,1.30E-11,1.14E-11
32180,7674.891,1.30E-11,1.14E-11
32190,7675.136,1.31E-11,1.14E-11
32200,7675.373,1.31E-11,1.14E-11
32210,7675.6,1.31E-11,1.14E-11
32220,7675.819,1.31E-11,1.15E-11
32230,7676.029,1.31E-11,1.15E-11
32240,7676.231,1.31E-11,1.15E-11
32250,7676.423,1.32E-11,1.15E-11
32260,7676.607,1.32E-11,1.16E-11
32270,7676.782,1.32E-11,1.16E-11
32280,7676.949,1.32E-11,1.16E-11
32290,7677.106,1.33E-11,1.16E-11
32300,7677.255,1.33E-11,1.17E-11
32310,7677.395,1.33E-11,1.17E-11
32320,7677.526,1.34E-11,1.17E-11
32330,7677.649,1.34E-11,1.17E-11
32340,7677.763,1.34E-11,1.18E-11
32350,7677.868,1.34E-11,1.18E-11
32360,7677.965,1.35E-11,1.18E-11
32370,7678.053,1.35E-11,1.18E-11
32380,7678.132,1.35E-11,1.18E-11
32390,7678.203,1.35E-11,1.18E-11
32400,7678.266,1.35E-11,1.18E-11
32410,7678.32,1.35E-11,1.19E-11
32420,7678.365,1.36E-11,1.19E-11
32430,7678.402,1.36E-11,1.19E-11
32440,7678.431,1.36E-11,1.19E-11
32450,7678.452,1.36E-11,1.19E-11
32460,7678.464,1.36E-11,1.19E-11
32470,7678.468,1.36E-11,1.19E-11
32480,7678.464,1.37E-11,1.19E-11
32490,7678.452,1.37E-11,1.20E-11
32500,7678.432,1.37E-11,1.20E-11
32510,7678.404,1.37E-11,1.20E-11
32520,7678.368,1.38E-11,1.20E-11
32530,7678.324,1.38E-11,1.20E-11
32540,7678.272,1.38E-11,1.20E-11
32550,7678.213,1.38E-11,1.20E-11
32560,7678.147,1.38E-11,1.20E-11
32570,7678.072,1.37E-11,1.20E-11
32580,7677.991,1.37E-11,1.19E-11
32590,7677.903,1.36E-11,1.19E-11
32600,7677.807,1.36E-11,1.18E-11
32610,7677.704,1.35E-11,1.18E-11
32620,7677.595,1.34E-11,1.17E-11
32630,7677.479,1.34E-11,1.16E-11
32640,7677.356,1.33E-11,1.15E-11
32650,7677.226,1.32E-11,1.14E-11
32660,7677.09,1.31E-11,1.14E-11
32670,7676.948,1.30E-11,1.13E-11
32680,7676.799,1.30E-11,1.12E-11
32690,7676.644,1.29E-11,1.12E-11
32700,7676.482,1.28E-11,1.11E-11
32710,7676.315,1.28E-11,1.11E-11
32720,7676.141,1.27E-11,1.10E-11
32730,7675.962,1.27E-11,1.10E-11
32740,7675.777,1.26E-11,1.09E-11
32750,7675.586,1.26E-11,1.09E-11
32760,7675.391,1.25E-11,1.08E-11
32770,7675.19,1.25E-11,1.08E-11
32780,7674.984,1.24E-11,1.07E-11
32790,7674.774,1.24E-11,1.07E-11
32800,7674.559,1.23E-11,1.06E-11
32810,7674.339,1.22E-11,1.05E-11
32820,7674.115,1.21E-11,1.04E-11
32830,7673.886,1.20E-11,1.04E-11
32840,7673.654,1.19E-11,1.03E-11
32850,7673.417,1.18E-11,1.02E-11
32860,7673.177,1.17E-11,1.01E-11
32870,7672.932,1.16E-11,9.98E-12
32880,7672.685,1.15E-11,9.91E-12
32890,7672.433,1.14E-11,9.81E-12
32900,7672.179,1.13E-11,9.70E-12
32910,7671.921,1.11E-11,9.58E-12
32920,7671.66,1.11E-11,9.50E-12
